,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
0,0.0,2.2184706150423463,2.218470619400821,2.8157323076989,2.218470612750807,1.7633905429483447,3.450358093542795,3.4503580992823326,0.0,3.29922614182732,1.7633905699207597,1.7633905454829268,1.7633905699207566,1.7633905454829255,1.763390553334464,1.7633905429483447,1.7633905788856732,1.763390552431609,2.218470614743754,2.2184706081956462,2.2184706127508047,2.2184706127635336,2.218470619400821,2.218470615042349,2.815732305409795,2.815732325598682,2.8157323217116703,2.815732307698897,2.8157323193909067,2.8157323193990216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.815732319399021,2.8157323076989,2.8157323193909103,2.8157323217116703,2.8157323054097985,2.815732325598681,3.299226136864521,3.2992261377682723,2.9798560547337,2.9798560511112004,2.9798560511111982,2.9798560547337023,3.299226137768276,3.299226136864518
1,2.2184706150423463,0.0,0.0,2.870042118779819,0.8401416584240494,2.9807381308475724,3.2992261357285826,2.983543668810076,2.8685161873872302,0.8401416584240499,2.986663816291042,2.986663811274102,2.986663816291041,2.986663811274104,2.986663813134628,2.986663809461472,2.986663814468824,2.9866638128104404,2.8685161873872302,2.868516195354492,2.8685161881955867,2.868516186569692,2.8685161872793925,2.8685161963035526,3.295743217654211,3.295743229843062,3.2957432077647564,3.295743215719994,3.2957432129825563,3.295743218471447,2.9807381266280357,2.980738134663793,2.9807381408969404,2.9807381359994096,2.9807381327759703,2.9807381308475724,2.98073813277597,2.980738130847572,2.980738135999409,2.980738134663793,2.9807381408969404,2.980738126628037,3.2957432184714475,3.2957432157199964,3.29574321298256,3.2957432077647555,3.295743217654211,3.2957432298430605,0.8401416613279865,0.8401416584240499,0.0,0.0,0.0,0.0,0.8401416584240494,0.8401416613279872
2,2.218470619400821,0.0,0.0,3.289665850954416,2.870424028462229,4.597988042995196,2.973740921665138,2.974530276162457,0.8401416580462838,2.974530276902015,0.0,2.219343967591389,1.8656952935986468,1.8656952928910464,2.9873416648408324,2.219343970152073,2.987341666590575,1.864093530354,2.870424033839887,1.8624235131818063,2.8678777314771158,2.867877734992513,2.8678777286874166,2.8678777400940505,3.289665852890244,3.289665842809306,3.2896658534189265,3.289665850954413,3.289665856758646,3.289665849163942,2.973740922398552,2.9737409235617247,2.973740922658465,2.973740924889862,2.9737409216651365,2.973740925925198,2.973740921665138,2.973740925925199,2.973740924889864,2.973740923561728,2.973740922658468,2.9737409223985534,3.289665849163943,3.289665850954416,3.2896658567586474,3.289665853418928,3.289665852890247,3.289665842809306,0.8401416580462838,0.8401416549212322,0.0,0.0,0.0,0.0,0.8401416549212322,0.8401416580462842
3,2.8157323076989,2.870042118779819,3.289665850954416,0.0,3.449393129212279,0.0,4.550985167136304,2.8117467880388856,2.983543679236008,2.9835436809344014,2.710611525686839,3.199967475280589,2.226709549449937,2.2267095502515164,4.549642539563405,3.19996747845099,4.54964253595104,2.225621178858268,3.4371244976930173,1.7584095108880564,1.7650330503576284,1.764929122058453,0.0,1.7650330510159808,2.809691127945854,0.0,1.7627046628791714,0.0,2.809691126499675,0.0,2.811746783043074,2.811746785923248,2.811746780889443,2.8117467865670496,2.8117467882136182,2.811746788038885,2.8117467882136205,2.8117467880388856,2.8117467865670505,2.811746785923248,2.811746780889443,2.8117467830430733,0.0,0.0,0.0,0.0,0.0,0.0,2.9835436714863803,2.983543660520791,3.303207168910409,3.3032071617618834,3.3032071617618866,3.3032071689104026,2.9835436605207835,2.9835436714863803
4,2.218470612750807,0.8401416584240494,2.870424028462229,3.449393129212279,0.0,2.2190870130712264,1.7633905353875532,2.717259094191237,2.219087011387226,2.987220005000913,4.077116517794071,2.710606602256329,2.226709557821807,2.2267095586233867,1.867666441814256,2.710606602180715,1.867666441755476,0.0,0.0,3.4362469742516346,3.1153000650084035,1.7649291147991508,0.0,3.1153000626137706,0.0,3.449393133614776,4.716078889079601,3.449393129212281,0.0,3.4493931326449547,2.2184706195263377,3.4488849770397856,2.80969111754441,2.218470614546628,2.2184706177388778,2.2184706155294847,2.2190870193931147,3.080278833255622,3.0802788348491323,2.7172590977824083,2.219087010630652,2.219087014835119,1.763390539804194,1.7633905341872351,1.7633905405740322,1.763390538434778,1.7633905353875532,1.7633905454829275,2.987220004381142,2.987220005000913,2.870042112830689,2.870042108944925,2.870042108944921,2.8700421128306908,2.987220005000913,2.9872200043811428
5,1.7633905429483447,2.9807381308475724,4.597988042995196,0.0,2.2190870130712264,0.0,4.550985155078089,2.81174678071471,2.9835436576468526,2.9835436593452456,2.219440905250744,2.2193439662143746,1.8656952925805208,1.8656952918729208,3.1989751813844687,2.21934396877506,3.198975179715439,2.716525669982286,2.2202152199113523,2.219343969700941,2.225621177949687,1.8656952935839897,2.219087009467372,2.2256211780690744,4.310096811683012,0.0,0.0,0.0,4.3100968135375854,0.0,1.7633905359001958,2.8096911189905867,4.320011831254357,1.7633905372696157,1.7633905316526568,1.7633905380394532,0.0,0.0,0.0,2.811746778599071,1.7633905429483447,1.7633905359001945,4.310096813697071,0.0,2.2190870094673696,0.0,0.0,4.310096815006848,4.514926496368208,4.514926477927283,3.303207148522296,3.30320714137377,3.303207141373775,3.30320714852229,2.983543638931629,2.983543649897227
6,3.450358093542795,3.2992261357285826,2.973740921665138,4.550985167136304,1.7633905353875532,4.550985155078089,0.0,2.71060661382545,1.7584095052580435,0.0,3.110502723478297,0.0,0.0,0.0,2.7085031589568382,0.0,2.7085031583785764,2.225621195337004,1.7633115241807982,4.312339386868218,1.8640935353304129,3.208813409881756,1.763390532852971,1.864093529997804,0.0,4.550985155078089,2.219343968547497,4.550985167136303,0.0,4.550985157282894,3.4503580927782163,3.427221187897096,0.0,3.45035809167494,3.4503580876230933,3.450358090797724,1.7625718009114753,3.080278826175129,3.0802788277686406,3.080327145087567,3.450358093542795,3.450358092778213,0.0,4.550985167136304,2.7079122569987577,3.743137648517853,2.219343963951725,0.0,2.86906745191571,2.869067441416992,2.9737409191013597,3.2992261357285826,2.973740921665138,2.9737409195097,2.869067461715506,2.8685161875712124
7,3.4503580992823326,2.983543668810076,2.974530276162457,2.8117467880388856,2.717259094191237,2.81174678071471,2.71060661382545,0.0,2.2250034367394367,2.710606614987344,1.7584043356954575,2.710606615491525,0.0,0.0,2.220215221071571,2.71060661541591,2.220215219301038,0.0,3.437124472914745,1.7584095107147004,1.7650330293170782,1.764929122058451,2.7172590937508545,1.7650330299754309,0.0,2.81174678071471,3.756593454124309,2.811746788038885,0.0,2.811746786392318,3.450358098517752,0.0,0.0,3.450358097414478,3.4503580933626297,3.450358096537262,1.7625718049642685,2.809863848611218,2.809863850210455,0.0,3.4503580992823326,3.4503580985177518,0.0,2.8117467880388856,2.707912243183665,2.7165256867999235,3.756593459629329,0.0,2.973740920503029,2.9737409183740624,2.9745302686152617,2.983543668810076,2.974530276162457,2.9745302704643564,2.973740922658465,2.868574252762388
8,0.0,2.8685161873872302,0.8401416580462838,2.983543679236008,2.219087011387226,2.9835436576468526,1.7584095052580435,2.2250034367394367,0.0,2.867877732930164,2.8678777335836068,1.7584095085121343,1.865695292580519,1.8656952918729184,2.870424029248005,1.7584095101720294,2.8704240310753497,1.8640935293327523,2.987341664616856,2.986909359350224,1.8640935353304129,3.907668403929801,2.2190870077833704,1.864093529997804,2.225003438944303,2.9835436576468526,2.809863853599077,2.983543679236002,2.2250034441298543,2.983543669320555,0.0,2.225003435104195,1.764716649952759,0.0,0.0,0.0,0.0,3.296616498806275,3.2966164973248087,4.294177084024237,0.0,0.0,2.2250034388283435,2.983543679236008,0.0,1.764716661178419,2.8098638435534866,2.2250034367394367,0.0,0.0,0.8401416624822852,2.8685161873872302,0.8401416580462838,0.8401416629940062,0.0,0.0
9,3.29922614182732,0.8401416584240499,2.974530276902015,2.9835436809344014,2.987220005000913,2.9835436593452456,0.0,2.710606614987344,2.867877732930164,0.0,0.0,0.0,0.0,0.0,3.115300063222024,0.0,3.1153000627022505,0.0,3.4371244835992747,1.8624235120126091,1.7650330419966682,2.226709552125202,2.9872200034566467,1.7650330426550211,2.710606606618882,2.9835436593452456,2.219343970523677,2.9835436809343965,2.710606601752146,2.983543671018949,3.299226131557144,0.0,3.08286182499745,3.2992261371917584,3.299226136172841,3.299226133581032,1.7625717960081535,0.0,0.0,3.303207163699845,3.29922614182732,3.2992261315571487,2.710606606821161,2.9835436809344014,2.707912254787636,2.2194409029224267,2.219343965927905,2.710606614987344,2.867877732930164,2.8678777289340167,2.9745302693548195,0.8401416584240499,2.974530276902015,2.9745302712039137,2.867877735817989,0.0
10,1.7633905699207597,2.986663816291042,0.0,2.710611525686839,4.077116517794071,2.219440905250744,3.110502723478297,1.7584043356954575,2.8678777335836068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86242350145524,1.8624235131818043,1.862423502834759,1.862423502478069,1.8624234950765088,1.862423504592709,2.219440894403761,2.219440905250744,2.2194408963411254,2.2194408969837927,2.21944089642562,2.21944089882735,1.758404329875462,1.758404340335675,1.7584043489856396,1.758404342358134,1.758404339143777,1.758404335695455,1.7584043391437818,1.7584043356954575,1.758404342358137,1.7584043403356782,1.7584043489856411,1.758404329875466,2.2194408988273486,2.219440896983791,2.21944089642562,2.219440896341126,2.2194408944037627,2.219440905250744,2.8678777335836068,2.867877733079474,2.986542971690884,2.986542973016077,2.986542973016075,2.986542971690884,2.867877733079476,2.867877733583606
11,1.7633905454829268,2.986663811274102,2.219343967591389,3.199967475280589,2.710606602256329,2.2193439662143746,0.0,2.710606615491525,1.7584095085121343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.862423501665568,1.862423502834764,1.862423503784945,1.862423502688394,1.862423501096253,1.8624235016049548,2.21934396652404,2.2193439662143746,2.219343971119813,2.219343969103901,2.219343970334557,2.2193439675913926,1.758409516300052,1.758409508016063,1.7584095066508012,1.7584095085121318,1.7584095068241534,1.7584095118820788,1.758409506824156,1.7584095118820813,1.7584095085121343,1.7584095080160669,1.7584095066508054,1.7584095163000542,2.219343967591389,2.219343969103898,2.219343970334557,2.219343971119813,2.219343966524041,2.219343966214374,2.8690674440809585,2.869067437344265,2.9869093520597616,2.98690935277951,2.9869093527795108,2.9869093520597616,2.8690674373442664,2.86906744408096
12,1.7633905699207566,2.986663816291041,1.8656952935986468,2.226709549449937,2.226709557821807,1.8656952925805208,0.0,0.0,1.865695292580519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.865695292580519,1.8656952939679776,1.86569529860298,1.8656952935986488,1.8656952957083968,1.865695285419304,2.2267095468856564,2.226709569835382,2.226709569681774,2.2267095494499403,2.2267095578218083,2.2267095573408127,1.7649290959650252,1.7649291162466778,1.7649290924876295,1.7649291060112928,1.7649291150541342,1.7649291077948344,1.7649291150541375,1.7649291077948357,1.7649291060112955,1.7649291162466794,1.7649290924876302,1.7649290959650237,2.2267095573408104,2.226709549449937,2.226709557821807,2.2267095696817707,2.226709546885655,2.226709569835383,2.868574255007296,2.8685742557337472,2.986807596142279,2.986807598021965,2.9868075980219624,2.9868075961422766,2.8685742557337446,2.8685742550072977
13,1.7633905454829255,2.986663811274104,1.8656952928910464,2.2267095502515164,2.2267095586233867,1.8656952918729208,0.0,0.0,1.8656952918729184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8656952918729184,1.8656952932603768,1.8656952978953796,1.865695292891048,1.8656952950007957,1.8656952847117032,2.226709547687236,2.2267095706369613,2.2267095704833526,2.2267095502515195,2.226709558623388,2.226709558142391,1.7649290962703916,1.764929116552044,1.7649290927929957,1.7649291063166594,1.764929115359501,1.764929108100201,1.7649291153595037,1.7649291081002014,1.7649291063166617,1.764929116552046,1.7649290927929964,1.76492909627039,2.2267095581423897,2.2267095502515164,2.2267095586233867,2.2267095704833504,2.2267095476872347,2.2267095706369617,2.868574248757084,2.868574249483535,2.9868075908196183,2.986807592699305,2.986807592699302,2.986807590819617,2.868574249483532,2.8685742487570844
14,1.763390553334464,2.986663813134628,2.9873416648408324,4.549642539563405,1.867666441814256,3.1989751813844687,2.7085031589568382,2.220215221071571,2.870424029248005,3.115300063222024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.867666441098219,1.867666439446072,1.8676664418142563,1.8676664421245417,1.8676664414558029,1.8676664410394423,2.2202152184901784,2.220215220480811,2.2202152228232035,2.220215221071571,2.220215219911357,2.22021522020807,1.763311524180809,1.7633115141384452,1.7633115286929275,1.7633115235134638,1.7633115129338133,1.7633115209066623,1.7633115129338175,1.7633115209066643,1.7633115235134666,1.763311514138452,1.7633115286929346,1.7633115241808155,2.22021522020807,2.220215221071572,2.22021521991136,2.220215222823203,2.22021521849018,2.22021522048081,2.870424029248005,2.8704240288579324,2.987341664616858,2.987341664840833,2.9873416648408324,2.9873416646168565,2.870424028857932,2.870424029248005
15,1.7633905429483447,2.986663809461472,2.219343970152073,3.19996747845099,2.710606602180715,2.21934396877506,0.0,2.71060661541591,1.7584095101720294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8624234939073223,1.8624234950765188,1.8624234960266997,1.8624234949301488,1.862423493338008,1.8624234938467088,2.2193439690847248,2.21934396877506,2.219343973680497,2.219343971664585,2.219343972895241,2.2193439701520776,1.7584095179599468,1.7584095096759582,1.7584095083106963,1.758409510172027,1.7584095084840474,1.7584095135419735,1.75840950848405,1.7584095135419755,1.7584095101720294,1.7584095096759615,1.7584095083107008,1.758409517959949,2.219343970152073,2.219343971664582,2.219343972895241,2.2193439736804965,2.219343969084725,2.2193439687750587,2.869067437480496,2.8690674307438027,2.986909349262479,2.986909349982227,2.9869093499822275,2.9869093492624774,2.8690674307438027,2.869067437480496
16,1.7633905788856732,2.986663814468824,2.987341666590575,4.54964253595104,1.867666441755476,3.198975179715439,2.7085031583785764,2.220215219301038,2.8704240310753497,3.1153000627022505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.867666441039439,1.867666439387292,1.867666441755476,1.8676664420657616,1.867666441397023,1.867666440980662,2.220215216719646,2.220215218710278,2.2202152210526696,2.220215219301038,2.220215218140824,2.220215218437537,1.7633115255899123,1.7633115155475478,1.76331153010203,1.7633115249225668,1.7633115143429157,1.763311522315765,1.7633115143429203,1.763311522315768,1.7633115249225693,1.7633115155475545,1.7633115301020383,1.7633115255899183,2.220215218437537,2.220215219301038,2.2202152181408272,2.2202152210526704,2.2202152167196463,2.220215218710277,2.8704240310753497,2.8704240306852755,2.9873416663666004,2.987341666590575,2.987341666590575,2.9873416663665995,2.8704240306852764,2.87042403107535
17,1.763390552431609,2.9866638128104404,1.864093530354,2.225621178858268,0.0,2.716525669982286,2.225621195337004,0.0,1.8640935293327523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8640935293327523,1.8640935358405435,1.8640935348484131,1.8640935303540007,1.8640935315389184,1.8640935313276583,2.2256211762785463,2.2256211966075856,2.225621195337004,2.225621178858269,2.225621183605456,2.22562118449575,1.7650330383212418,1.7650330585027083,1.7650330362757345,1.7650330489553216,1.7650330573162814,1.765033050389628,1.765033057316283,1.7650330503896292,1.7650330489553243,1.7650330585027107,1.7650330362757347,1.7650330383212418,2.2256211844957474,2.225621178858268,2.2256211836054542,2.225621195337,2.2256211762785445,2.225621196607585,2.8683730619325454,2.868373061764296,2.9866638114786803,2.986663812810441,2.9866638128104417,2.986663811478679,2.8683730617642955,2.868373061932546
18,2.218470614743754,2.8685161873872302,2.870424033839887,3.4371244976930173,0.0,2.2202152199113523,1.7633115241807982,3.437124472914745,2.987341664616856,3.4371244835992747,1.86242350145524,1.862423501665568,1.865695292580519,1.8656952918729184,1.867666441098219,1.8624234939073223,1.867666441039439,1.8640935293327523,0.0,0.0,0.0,0.0,0.0,0.0,1.7633115141384317,1.763311528692919,1.7633115241807982,1.7633115129338073,1.7633115209066563,1.7633115235134602,2.220215222823199,2.220215218490175,2.2202152204808057,2.220215220208063,2.220215221071564,2.2202152199113523,2.220215221071565,2.2202152199113523,2.2202152202080625,2.220215218490176,2.220215220480807,2.2202152228231995,1.7633115235134642,1.763311512933815,1.763311520906663,1.7633115241807995,1.7633115141384377,1.7633115286929186,2.987341664616856,2.98734166484083,2.870424029248002,2.8704240288579284,2.8704240288579266,2.8704240292480017,2.98734166484083,2.987341664616856
19,2.2184706081956462,2.868516195354492,1.8624235131818063,1.7584095108880564,3.4362469742516346,2.219343969700941,4.312339386868218,1.7584095107147004,2.986909359350224,1.8624235120126091,1.8624235131818043,1.862423502834764,1.8656952939679776,1.8656952932603768,1.867666439446072,1.8624234950765188,1.867666439387292,1.8640935358405435,0.0,0.0,0.0,0.0,0.0,0.0,1.7584095120799583,1.758409510714699,1.7584095203639485,1.758409510888052,1.7584095159459787,1.7584095125760328,2.2193439704861966,2.219343965890424,2.219343965580756,2.2193439669577733,2.219343968470284,2.219343969700941,2.2193439684702843,2.219343969700941,2.219343966957773,2.2193439658904226,2.2193439655807548,2.219343970486195,1.7584095125760335,1.7584095108880564,1.7584095159459812,1.7584095203639505,1.7584095120799623,1.7584095107147004,2.986909359350224,2.986909360069972,2.869067463219619,2.8690674564829264,2.869067456482926,2.8690674632196176,2.9869093600699705,2.986909359350224
20,2.2184706127508047,2.8685161881955867,2.8678777314771158,1.7650330503576284,3.1153000650084035,2.225621177949687,1.8640935353304129,1.7650330293170782,1.8640935353304129,1.7650330419966682,1.862423502834759,1.862423503784945,1.86569529860298,1.8656952978953796,1.8676664418142563,1.8624234960266997,1.867666441755476,1.8640935348484131,0.0,0.0,0.0,0.0,0.0,0.0,1.7650330515440524,1.7650330293170782,1.7650330313625844,1.7650330503576268,1.7650330434309716,1.7650330419966682,2.2256211896812355,2.22562117062278,2.2256211909518195,2.225621178839983,2.225621173202505,2.225621177949687,2.225621173202504,2.225621177949689,2.225621178839983,2.2256211706227798,2.2256211909518164,2.225621189681235,1.7650330419966698,1.7650330503576284,1.765033043430975,1.765033031362587,1.7650330515440535,1.7650330293170782,2.986663809942339,2.9866638112741044,2.868373063329243,2.868373063160994,2.868373063160992,2.86837306332924,2.986663811274104,2.9866638099423395
21,2.2184706127635336,2.868516186569692,2.867877734992513,1.764929122058453,1.7649291147991508,1.8656952935839897,3.208813409881756,1.764929122058451,3.907668403929801,2.226709552125202,1.862423502478069,1.862423502688394,1.8656952935986488,1.865695292891048,1.8676664421245417,1.8624234949301488,1.8676664420657616,1.8640935303540007,0.0,0.0,0.0,0.0,0.0,0.0,1.7649291232509916,1.7649290994919415,1.7649291029693366,1.764929122058451,1.764929114799148,1.764929113015609,2.226709574921321,2.2267095521252065,2.226709575074929,2.226709562580361,2.2267095546894904,2.226709563061356,2.226709554689488,2.226709563061357,2.226709562580361,2.226709552125202,2.226709575074928,2.2267095749213204,1.7649291130156108,1.764929122058453,1.7649291147991508,1.7649291029693392,1.7649291232509925,1.7649290994919429,2.9868075926817284,2.9868075945614145,2.868574247808571,2.8685742485350194,2.8685742485350203,2.868574247808568,2.9868075945614154,2.9868075926817284
22,2.218470619400821,2.8685161872793925,2.8678777286874166,0.0,0.0,2.219087009467372,1.763390532852971,2.7172590937508545,2.2190870077833704,2.9872200034566467,1.8624234950765088,1.862423501096253,1.8656952957083968,1.8656952950007957,1.8676664414558029,1.862423493338008,1.867666441397023,1.8640935315389184,0.0,0.0,0.0,0.0,0.0,0.0,1.7633905328529718,1.7633905429483474,1.7633905359001965,1.763390531652656,1.7633905380394512,1.7633905372696146,2.21908701123127,2.2190870132330534,2.2190870070268045,2.2190870077833718,2.219087015789262,2.219087009467372,2.2190870157892597,2.219087009467372,2.2190870077833704,2.219087013233048,2.2190870070267974,2.2190870112312635,1.7633905372696126,1.7633905316526537,1.7633905380394503,1.7633905359001962,1.763390532852971,1.763390542948346,2.987220002836876,2.9872200034566467,2.870042114985345,2.8700421110995804,2.8700421110995764,2.870042114985345,2.987220003456646,2.987220002836876
23,2.218470615042349,2.8685161963035526,2.8678777400940505,1.7650330510159808,3.1153000626137706,2.2256211780690744,1.864093529997804,1.7650330299754309,1.864093529997804,1.7650330426550211,1.862423504592709,1.8624235016049548,1.865695285419304,1.8656952847117032,1.8676664410394423,1.8624234938467088,1.867666440980662,1.8640935313276583,0.0,0.0,0.0,0.0,0.0,0.0,1.7650330522024047,1.7650330299754309,1.7650330320209364,1.7650330510159795,1.765033044089324,1.7650330426550211,2.225621189800622,2.225621170742167,2.2256211910712054,2.2256211789593703,2.225621173321892,2.2256211780690744,2.2256211733218896,2.225621178069075,2.22562117895937,2.225621170742166,2.2256211910712023,2.2256211898006213,1.7650330426550231,1.7650330510159808,1.7650330440893274,1.7650330320209393,1.7650330522024058,1.7650330299754309,2.986663815547386,2.98666381687915,2.868373070498401,2.868373070330152,2.868373070330151,2.8683730704983983,2.9866638168791493,2.986663815547385
24,2.815732305409795,3.295743217654211,3.289665852890244,2.809691127945854,0.0,4.310096811683012,0.0,0.0,2.225003438944303,2.710606606618882,2.219440894403761,2.21934396652404,2.2267095468856564,2.226709547687236,2.2202152184901784,2.2193439690847248,2.220215216719646,2.2256211762785463,1.7633115141384317,1.7584095120799583,1.7650330515440524,1.7649291232509916,1.7633905328529718,1.7650330522024047,0.0,0.0,0.0,0.0,0.0,0.0,2.80969114384665,2.8096911291835247,2.8096911189905835,2.809691127945854,2.809691131491776,2.8096911352959006,2.809691131491777,2.8096911352959,2.8096911279458543,2.809691129183526,2.809691118990586,2.80969114384665,0.0,0.0,0.0,0.0,0.0,0.0,2.9745302693548146,2.97453026455392,3.292234709785531,3.292234703867946,3.292234703867945,3.2922347097855296,2.9745302645539207,2.9745302693548146
25,2.815732325598682,3.295743229843062,3.289665842809306,0.0,3.449393133614776,0.0,4.550985155078089,2.81174678071471,2.9835436576468526,2.9835436593452456,2.219440905250744,2.2193439662143746,2.226709569835382,2.2267095706369613,2.220215220480811,2.21934396877506,2.220215218710278,2.2256211966075856,1.763311528692919,1.758409510714699,1.7650330293170782,1.7649290994919415,1.7633905429483474,1.7650330299754309,0.0,0.0,0.0,0.0,0.0,0.0,2.811746775718899,2.81174677859907,2.811746773565268,2.8117467792428736,2.811746780889442,2.811746780714709,2.811746780889444,2.81174678071471,2.811746779242874,2.811746778599071,2.8117467735652677,2.811746775718898,0.0,0.0,0.0,0.0,0.0,0.0,2.983543649897226,2.983543638931636,3.303207148522296,3.30320714137377,3.303207141373775,3.30320714852229,2.983543638931629,2.983543649897227
26,2.8157323217116703,3.2957432077647564,3.2896658534189265,1.7627046628791714,4.716078889079601,0.0,2.219343968547497,3.756593454124309,2.809863853599077,2.219343970523677,2.2194408963411254,2.219343971119813,2.226709569681774,2.2267095704833526,2.2202152228232035,2.219343973680497,2.2202152210526696,2.225621195337004,1.7633115241807982,1.7584095203639485,1.7650330313625844,1.7649291029693366,1.7633905359001965,1.7650330320209364,0.0,0.0,0.0,0.0,0.0,0.0,2.8098638614932114,2.8098638489640124,2.809863855658439,2.809863853599076,2.809863851272081,2.8098638541864074,2.809863851272084,2.809863854186409,2.809863853599077,2.809863848964014,2.809863855658441,2.8098638614932145,0.0,0.0,0.0,0.0,0.0,0.0,2.98070360164677,2.9807035996380096,3.296616492412202,3.2966164900549253,3.2966164900549213,3.2966164924122063,2.980703599638015,2.980703601646768
